"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","75","Juan Pablo Cardona Carvajal","15","Inicio","Honda","Antioquia","CLUB MOTOCROSS YARUMAL","","1:47.262","10","","19:08.859"
"2","707-E","Cristian Felipe Aguirre Vélez","13","Inicio","Yamaha","Antioquia","Club Motocross Medellín","24.038","1:51.757","10","","19:32.897"
"3","93-E","JEFERSSON JAVIER DIAZ BARRERA","11","Inicio","KTM","Bogotá D.C.","Todo terreno track","1:15.834","1:53.621","10","","20:24.693"
"4","97","Juan Camilo Restrepo Ospina","10","Inicio","Yamaha","Antioquia","CLUB MOTOCROSS DE YARUMAL","1:32.846","1:50.991","10","","20:41.705"
"5","227","Leonel giraldo jaramillo","9","Inicio","KTM","Tolima","GR 522 RACING","1:37.922","1:50.733","10","","20:46.781"
"6","169-E","IVAN SANTIAGO CHAPARRO PRIETO","8","Inicio","Kawasaki","Cundinamarca","CLUB IGUANA RACING GIRARDOT","1 Vuelta","2:05.163","9","","19:57.352"
"7","328-E","Jersson Eduardo CALA MARTINEZ","7","Inicio","KTM","Bogotá D.C.","Todo terreno track","1 Vuelta","2:05.161","9","","19:59.632"
"NT","299-E","CARLOS JULIAN PATIÑO MOLANO","0","Inicio","KTM","Cundinamarca","CLUB GIRARDOT RACING","NT","","","",""
"EX","725-E","Juan Camilo ACOSTA PRIETO","0","Inicio","KTM","Bogotá D.C.","Todo terreno track","EX","1:49.589","10","","19:16.578"
