"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","3","Femenina A","Yamaha","Valle del Cauca","Team Potenza","","1:31.925","7","","11:24.512"
"2","555","Luciana MORENO SALCEDO","2","Femenina A","Yamaha","Bogotá D.C.","Xspeed Racing","15.228","1:32.198","7","","11:39.740"
"3","32","Daniella ACOSTA SABOGAL","1","Femenina A","Husqvarna","Bogotá D.C.","Todo terreno track","22.367","1:36.519","7","","11:46.879"
"4","828","Karol Melisa VARGAS CARVAJAL","1","Femenina A","LGP Mobility","Antioquia","CLUB MOTOCROSS YARUMAL","45.712","1:39.111","7","","12:10.224"
"5","727","Alexandra NARVAEZ OLAYA","1","Femenina A","Honda","Risaralda","CLUB LOS GUEPARDOS","56.910","1:39.799","7","","12:21.422"
