"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","36","Jhon Jairo PINEDA VELASQUEZ","15","Mx master","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","","1:29.752","10","","15:29.409"
"2","235","Paco TORRES CASTAÑEDA","13","Mx master","Yamaha","Bogotá D.C.","Xspeed Racing","12.441","1:29.875","10","","15:41.850"
"3","79","Ricardo RESTREPO URIBE","11","Mx master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","1:04.069","1:34.183","10","","16:33.478"
"4","191","Jorge Pulido","10","Mx master","Yamaha","Bogotá D.C.","Xspeed Racing","1:16.339","1:34.070","10","","16:45.748"
"5","214","Damian Monroy Valencia","9","Mx master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","1:30.802","1:37.969","10","","17:00.211"
"6","335","JOSE LUIS IBARRA VALLEJO","8","Mx master","Unite Motor","Putumayo","CLUB EXTREME RACING","1 Vuelta","1:36.007","9","","15:47.923"
"7","979","Luis Alejandro Atuesta Ardila","7","Mx master","Honda","Santander","CLUB DEPORTIVO SANTANDER MAX EXTREMO","2 Vueltas","1:45.098","8","","16:52.535"
"NT","523","Richard Alexander ALARCON ALVAREZ","0","Mx master","KTM","Putumayo","CLUB EXTREME RACING","NT","","","",""
