"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","707-E","Cristian Felipe Aguirre Vélez","3","Inicio","Yamaha","Antioquia","Club Motocross Medellín","","1:30.891","7","","11:23.839"
"2","227","Leonel giraldo jaramillo","2","Inicio","KTM","Tolima","GR 522 RACING","1.805","1:33.149","7","","11:25.644"
"3","93-E","JEFERSSON JAVIER DIAZ BARRERA","1","Inicio","KTM","Bogotá D.C.","Todo terreno track","45.400","1:39.196","7","","12:09.239"
"4","97","Juan Camilo Restrepo Ospina","1","Inicio","Yamaha","Antioquia","CLUB MOTOCROSS DE YARUMAL","59.826","1:37.190","7","","12:23.665"
"5","169-E","IVAN SANTIAGO CHAPARRO PRIETO","1","Inicio","Kawasaki","Cundinamarca","CLUB IGUANA RACING GIRARDOT","1:07.190","1:41.045","7","","12:31.029"
"6","328-E","Jersson Eduardo CALA MARTINEZ","1","Inicio","KTM","Bogotá D.C.","Todo terreno track","1 Vuelta","1:47.728","6","","11:28.102"
"7","299-E","CARLOS JULIAN PATIÑO MOLANO","1","Inicio","KTM","Cundinamarca","CLUB GIRARDOT RACING","1 Vuelta","1:43.295","6","","12:01.675"
"8","75","Juan Pablo Cardona Carvajal","1","Inicio","Honda","Antioquia","CLUB MOTOCROSS YARUMAL","2 Vueltas","1:37.747","5","","11:58.488"
"EX","725-E","Juan Camilo ACOSTA PRIETO","0","Inicio","KTM","Bogotá D.C.","Todo terreno track","EX","1:39.967","7","","12:10.694"
