"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","15","Femenina A","Yamaha","Valle del Cauca","Team Potenza","","1:55.891","8","","16:31.779"
"2","32","Daniella ACOSTA SABOGAL","13","Femenina A","Husqvarna","Bogotá D.C.","Todo terreno track","51.699","2:04.574","8","","17:23.478"
"3","727","Alexandra NARVAEZ OLAYA","11","Femenina A","Honda","Risaralda","CLUB LOS GUEPARDOS","1:14.749","2:06.308","8","","17:46.528"
"4","555","Luciana MORENO SALCEDO","10","Femenina A","Yamaha","Bogotá D.C.","Xspeed Racing","2:11.134","1:54.457","8","","18:42.913"
"5","828","Karol Melisa VARGAS CARVAJAL","9","Femenina A","LGP Mobility","Antioquia","CLUB MOTOCROSS YARUMAL","2 Vueltas","2:33.782","6","","17:03.596"
