"Pos.","N°","Nombre","Puntos","LIGA","CLUB","MOTO","Vueltas","Total T°","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Comentario"
"1","32","Daniella ACOSTA SABOGAL","15","Bogotá D.C.","Todo terreno track","Husqvarna","8","1:03:16.368","FEMENINA","6:52.702","6","",""
"2","28F","Maria Paula SCARPATI SARMIENTO","13","Cundinamarca","CLUB IGUANA RACING GIRARDOT","Husqvarna","7","1:11:27.463","FEMENINA","8:58.328","3","1 Vuelta",""
"3","6","Luisa IBAÑEZ","11","Cundinamarca","CLUB SCOOTER PERFORMANCE GIRARDOT","GasGas","5","1:05:34.158","FEMENINA","11:46.891","5","3 Vueltas",""
