"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario"
"1","394-E","Luis Jaime","15","150 cc Master","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","","48.396","10",""
"2","45","Juan Carlos SEGURA MARTINEZ","13","150 cc Master","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","2.221","48.410","10",""
"3","227","Rigo German SALAZAR CERON","11","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","21.255","49.003","10",""
"4","83","Guillermo Augusto DIAZ","10","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","23.369","50.869","10",""
"NT","710","Alexander DIAZ CASTAÑO","0","150 cc Master","Yamaha","Cundinamarca","CLUB GIRARDOT RACING","NT","","",""
