"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","75","Juan Pablo Cardona Carvajal","3","Antioquia","Inicio","CLUB MOTOCROSS YARUMAL","Yamaha","1:43.128","6","","","12:53.470","7",""
"2","227","Leonel giraldo jaramillo","2","Tolima","INICIO","GR 522 RACING","KTM","1:43.987","4","2.590","2.590","12:56.060","7",""
"3","E-707","Cristian Felipe Aguirre Vélez","1","Antioquia","INICIO","CLUB MOTOCROSS DE YARUMAL","Yamaha","1:42.748","6","3.447","0.857","12:56.917","7",""
"4","73","Jerónimo OCAMPO CAMPUZANO","1","Caldas","Inicio","CLUB DE MOTOCICLISMO JP36","Yamaha","1:47.155","2","50.783","47.336","13:44.253","7",""
"5","97","Juan Camilo Restrepo Ospina","1","Antioquia","Inicio","CLUB MOTOCROSS DE YARUMAL","Yamaha","1:50.217","4","1:11.315","20.532","14:04.785","7",""
"6","979","Luis Alejandro Atuesta Ardila","1","Santander","Inicio","CLUB DEPORTIVO SANTANDER MAX EXTREMO","Honda","1:58.355","2","2:12.482","1:01.167","15:05.952","7",""
"7","57","JOSE MIGUEL SERRANO LARROTA","1","Santander","Inicio","CLUB DEPORTIVO SANTANDER MAX EXTREMO","GasGas","2:08.648","1","1 Vuelta","1 Vuelta","13:55.612","6",""
