"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","607","Milan ORTIZ DUQUE","15","Bogotá D.C.","50 cc","Racing pilots Academy","Cobra","1:46.735","2","","","11:43.556","6",""
"2","206","Juan Martin HOYOS VASQUEZ","13","Antioquia","50 cc","STUNT FIVE","Yamaha","1:51.837","2","20.963","20.963","12:04.519","6",""
"3","133","Jorge Mario OCAMPO MEJIA","11","Antioquia","50 cc","CLUB ANTIOQUIA 2 RUEDAS RACER","Cobra","1:57.432","2","55.441","34.478","12:38.997","6",""
"4","101","Martín Silva OROZCO","10","Caldas","50 cc","CLUB DE MOTOCICLISMO JP36","Honda","1:57.507","4","1:12.439","16.998","12:55.995","6",""
"5","317","Elias YEPES ZAMORANO","9","Antioquia","50 cc","CLUB GRILLOS RACING","Yamaha","2:01.663","3","1:31.852","19.413","13:15.408","6",""
"6","499","Jared PEREZ CASTILLO","8","Quindío","50 cc","CLUB RUTEROS DEL QUINDIO","Yamaha","2:24.045","3","1 Vuelta","1 Vuelta","12:57.553","5",""
"7","13","Valery DIAZ VELASQUEZ","7","Bogotá D.C.","50 cc","Todo terreno track","Cobra","2:24.816","3","1 Vuelta","3.284","13:00.837","5",""
"8","348","Diego Alejandro reyes Ramírez","6","Bogotá D.C.","50 cc","Todo terreno track","Husqvarna","2:31.457","3","1 Vuelta","55.044","13:55.881","5",""
