"Pos.","N°","Nombre","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","307","Juan Jose JIMENEZ HIDALGO","50 cc","1:09.157","6","","",""
"2","662","Carlos Ivan RIVERA BURBANO","50 cc","1:10.012","6","0.855","0.855",""
"3","673","JUAN ESTEBAN ESCOBAR GONZALEZ","50 cc","1:10.805","4","1.648","0.793",""
"4","481","EMMANUEL DIAZ RUIZ","50 cc","1:14.253","6","5.096","3.448",""
"5","E-303","JUAN JOSÉ TOVAR MONTILLA","50 cc","1:18.176","6","9.019","3.923",""
"6","E-727","JEAN PAUL RUIZ","50 cc","1:22.875","5","13.718","4.699",""
"7","783","Isabella Diaz botero","50 cc","1:26.176","6","17.019","3.301",""
"8","E-170","Samuel Andres  Diez Marmolejo","50 cc","","0","","",""
