"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","E-98","salome henao torres","3","Antioquia","Femenina B","CLUB GRILLOS RACING","Yamaha","1:46.720","7","","","13:19.838","7",""
"2","712","Luz estella Lara Bohórquez","2","Cesar","Femenina B","VIRUS RACING","KTM","2:04.732","2","1 Vuelta","1 Vuelta","13:29.250","6",""
