"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","139","Valentino ZULETA CARDONA","15","Antioquia","65 cc","CLUB ANTIOQUIA 2 RUEDAS RACER","Yamaha","1:42.457","10","","","19:45.927","11",""
"2","888","Maximiliano YEPES ZAMORANO","13","Antioquia","65 cc","CLUB GRILLOS RACING","Yamaha","1:43.637","7","10.499","10.499","19:56.426","11",""
"3","121","Martin LONDOÑO VARGAS","11","Bogotá D.C.","65 cc","Xspeed Racing","Cobra","1:43.723","6","23.732","13.233","20:09.659","11",""
"4","35","Juan Angel MORALES GALLEGO","10","Antioquia","65 cc","CLUB GRILLOS RACING","Yamaha","1:45.434","6","1:15.975","52.243","21:01.902","11",""
"5","916","Oskar David VERGARA ARIZA","9","Antioquia","65 cc","CLUB MOTOCROSS YARUMAL","Yamaha","1:53.654","4","1 Vuelta","1 Vuelta","20:30.559","10",""
"6","998","Jeronimo pulgarin cardona","8","Antioquia","65 cc","CLUB MOTOCROSS DE YARUMAL","Yamaha","1:58.097","8","1 Vuelta","10.238","20:40.797","10",""
"NT","215","Sebastian LOPEZ CORTES","0","Nariño","65 cc","CLUB DEPORTIVO BUFALO XTREM","KTM","1:59.225","4","NT","","18:04.552","8",""
"NT","12","Lucas VALENCIA MEJIA","0","Bogotá D.C.","65 cc","Racing pilots Academy","Kymco","","0","NT","","","",""
