"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","111","Martin OSPINA CUELLO","3","Bogotá D.C.","85 cc Junior","Xspeed Racing","Yamaha","1:35.629","5","","","11:54.094","7",""
"2","222","Maximiliano RAMIREZ RESTREPO","2","Antioquia","85 cc Junior","STUNT FIVE","Yamaha","1:37.864","6","24.568","24.568","12:18.662","7",""
"3","331","Juan Pablo CARMONA GIRALDO","1","Bogotá D.C.","85 cc Junior","Todo terreno track","GasGas","1:39.603","7","42.003","17.435","12:36.097","7",""
"4","113","Tomas VERGARA ARANZAZU","1","Antioquia","85 cc Junior","CLUB MOTOCROSS DE YARUMAL","Yamaha","1:38.909","7","45.561","3.558","12:39.655","7",""
"5","120","Matias GOMEZ ORJUELA","1","Bogotá D.C.","85 cc Junior","Todo terreno track","KTM","1:45.089","5","1:12.793","27.232","13:06.887","7",""
"6","301","Sebastian SANDOVAL VERGARA","1","Bogotá D.C.","85 cc Junior","Xspeed Racing","KTM","1:46.101","3","1:32.934","20.141","13:27.028","7",""
"7","762","Oscar Alejandro VALBUENA ECHEVERRI","1","Antioquia","85 cc Junior","CLUB DE MOTOCICLISMO STUNT FIVE","GasGas","2:00.401","5","1 Vuelta","1 Vuelta","13:49.559","6",""
