"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","139","Valentino ZULETA CARDONA","15","Antioquia","65 cc","CLUB ANTIOQUIA 2 RUEDAS RACER","Yamaha","1:41.453","5","","","19:28.624","11",""
"2","35","Juan Angel MORALES GALLEGO","13","Antioquia","65 cc","CLUB GRILLOS RACING","Yamaha","1:41.973","6","9.648","9.648","19:38.272","11",""
"3","121","Martin LONDOÑO VARGAS","11","Bogotá D.C.","65 cc","Xspeed Racing","Cobra","1:41.596","10","13.153","3.505","19:41.777","11",""
"4","888","Maximiliano YEPES ZAMORANO","10","Antioquia","65 cc","CLUB GRILLOS RACING","Yamaha","1:42.034","10","28.189","15.036","19:56.813","11",""
"5","916","Oskar David VERGARA ARIZA","9","Antioquia","65 cc","CLUB MOTOCROSS YARUMAL","Yamaha","1:50.287","4","2:07.388","1:39.199","21:36.012","11",""
"6","998","Jeronimo pulgarin cardona","8","Antioquia","65 cc","CLUB MOTOCROSS DE YARUMAL","Yamaha","1:54.365","9","1 Vuelta","1 Vuelta","20:25.536","10",""
"7","215","Sebastian LOPEZ CORTES","7","Nariño","65 cc","CLUB DEPORTIVO BUFALO XTREM","KTM","1:54.688","2","1 Vuelta","9.962","20:35.498","10",""
"NT","12","Lucas VALENCIA MEJIA","0","Bogotá D.C.","65 cc","Racing pilots Academy","Kymco","","0","NT","","45.262","",""
