"Pos.","N°","Nombre","Clase","Mejor Tm","LIGA","CLUB","MOTO","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","227","Rigo German SALAZAR CERON","115 cc Master","57.115","Quindío","CLUB MONSTER GARAGE","Yamaha","4","","",""
"2","78","Hugo Alexander TOVAR OSORIO","115 cc Master","59.693","Caldas","CLUB RACING PERFORMANCE","Yamaha","4","2.578","2.578",""
"3","710","Alexander DIAZ CASTAÑO","115 cc Master","1:00.075","Cundinamarca","CLUB GIRARDOT RACING","Yamaha","4","2.960","0.382",""
"4","204","Andres Felipe LONDOÑO TRUJILLO","115 cc Master","1:00.127","Antioquia","CLUB GRILLOS RACING","Yamaha","2","3.012","0.052",""
"5","83","Guillermo Augusto DIAZ","115 cc Master","1:00.923","Quindío","CLUB MONSTER GARAGE","Yamaha","4","3.808","0.796",""
"6","722","Edwin JARAMILLO GALLEGO","115 cc Master","1:02.128","Quindío","CLUB MONSTER GARAGE","Yamaha","1","5.013","1.205",""
"7","790","Juan Gerardo ALBARAN HINCAPIE","115 cc Master","","Antioquia","CLUB LOS PASKINES","Yamaha","0","","",""
