"Pos.","N°","Nombre","Clase","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","428","DANIEL QUINTANA CASTRO","150 cc Inicio","Yamaha","58.028","10","2","15","","",""
"2","680","Juan Esteban RIVERA MARIN","150 cc Inicio","Yamaha","58.111","10","7","13","4.971","4.971",""
"3","71-E","juan camilo aristizabal gutierrez","150 cc Inicio","Yamaha","58.868","10","2","11","9.618","4.647",""
"4","755","Didier Esneider ALBORNOZ IBARGUEN","150 cc Inicio","Yamaha","58.648","10","4","10","22.343","12.725",""
"5","455-E","Julián camilo Foronda Murcia","150 cc Inicio","Yamaha","1:00.248","10","7","9","25.126","2.783",""
"NT","228","Julián Felipe GALLEGO CORREA","150 cc Inicio","Yamaha","55.998","9","5","0","NT","",""
"NT","453","Alexander MARIN YEPES","150 cc Inicio","Yamaha","58.383","5","5","0","NT","",""
