"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","754","Humberto MORENO DIAZ","15","150 cc Inicio","Yamaha","Cesar","CLUB KALIMA RACING","","1:24.294","8","","11:27.241"
"2","732","Freddy Santiago MAYA OTAYA","13","150 cc Inicio","","NARIÑO","","1.161","1:24.552","8","","11:28.402"
"3","453","Alexander MARIN YEPES","11","150 cc Inicio","Yamaha","Quindío","CLUB RUTEROS DEL QUINDIO","1.362","1:24.808","8","","11:28.603"
"4","364","Manuel Alejandro MARIN TOVAR","10","150 cc Inicio","Yamaha","Meta","CLUB LLANEROS RANCING","1.455","1:24.857","8","","11:28.696"
"5","428","DANIEL QUINTANA CASTRO","9","150 cc Inicio","Yamaha","Quindío","CLUB RUTEROS DEL QUINDIO","6.818","1:23.822","8","","11:34.059"
"6","928","Luis Carlos POLANCO GAMBOA","8","150 cc Inicio","Yamaha","Huila","CLUB MOTO JAPONESA","7.103","1:24.895","8","","11:34.344"
"7","811","Yoan Sebastián SALAZAR BUITRAGO","7","150 cc Inicio","Yamaha","Quindío","CLUB DISCOVER QUINDIO","18.335","1:26.457","8","","11:45.576"
"8","85","Yesid ESPITIA CIFUENTES","6","150 cc Inicio","Yamaha","Cundinamarca","CLUB IGUANA RACING GIRARDOT","21.819","1:27.417","8","","11:49.060"
"9","77","David Estevan CALVACHE GONZALEZ","5","150 cc Inicio","Yamaha","Nariño","CLUB JOSMARC MOTOS RACING","28.699","1:28.207","8","","11:55.940"
"10","104","Juan Carlos  GIRALDO RAMIREZ","4","150 cc Inicio","","QUINDIO","","28.730","1:27.959","8","","11:55.971"
"11","103","Juan Sebastian DIAZ OSPINA","3","150 cc Inicio","Yamaha","Huila","CLUB MOTO JAPONESA","29.830","1:28.285","8","","11:57.071"
"12","798","Jaiver HOYOS MUÑOZ","2","150 cc Inicio","Yamaha","Putumayo","CLUB EXTREME RACING","34.433","1:28.938","8","","12:01.674"
"13","191","SANTIAGO MARTINEZ ZULUAGA","1","150 cc Inicio","Yamaha","Caldas","CLUB RACING PERFORMANCE","34.636","1:28.014","8","","12:01.877"
"14","724","David Andres RAMIREZ","1","150 cc Inicio","Yamaha","Quindío","CLUB MONSTER GARAGE","34.872","1:28.555","8","","12:02.113"
"15","363","Jota VERMAN","1","150 cc Inicio","","QUINDIO","","38.497","1:28.353","8","","12:05.738"
"16","571","Nelson Javier FONSECA DUARTE","0","150 cc Inicio","Yamaha","Cesar","K-LIMA RACING","46.141","1:29.916","8","","12:13.382"
"17","325","Brayan Sneider GUTIERREZ CASTAÑEDA","0","150 cc Inicio","Yamaha","Cesar","K-LIMA RACING","46.916","1:30.196","8","","12:14.157"
"18","320","Luis Sneyder DELGADILLO CALDERON","0","150 cc Inicio","Yamaha","Santander","CLUB DEPORTIVO SANTANDER MAX EXTREMO","56.887","1:31.533","8","","12:24.128"
"NT","309","Juan Camilo FERNANDEZ FERNANDEZ","0","150 cc Inicio","Yamaha","Santander","CLUB DEPORTIVO SANTANDER MAX EXTREMO","NT","1:26.340","6","","8:51.194"
"NT","905","Fabian NORIEGA GALVEZ","0","150 cc Inicio","Yamaha","Cesar","K-LIMA RACING","NT","1:31.659","6","","9:19.130"
"NT","755","Didier Esneider ALBORNOZ IBARGUEN","0","150 cc Inicio","Yamaha","Quindío","CLUB MONSTER GARAGE","NT","1:25.053","5","","7:14.087"
"NT","679","Sebastian MARTINEZ SILVA","0","150 cc Inicio","Yamaha","Tolima","CLUB PISTON RACING","NT","1:33.409","4","","6:28.685"
"NT","115","William PEÑA CARDONA","0","150 cc Inicio","Yamaha","Antioquia","CLUB GRILLOS RACING","NT","1:31.013","3","","4:48.163"
"NT","451","Sebastian RUIZ PELAEZ","0","150 cc Inicio","Yamaha","Antioquia","CLUB LOS PASKINES","NT","1:25.289","3","","5:04.214"
"NT","631","Johan GOMEZ PEREZ","0","150 cc Inicio","Yamaha","Quindío","CLUB RUTEROS DEL QUINDIO","NT","1:25.330","2","","2:54.293"
"NT","894","Educardo RIOJAS MORENO","0","150 cc Inicio","Yamaha","Tolima","CLUB PISTON RACING","NT","","","","0.547"
"NT","153","Jonathan Andres SORZA HERNANDEZ","0","150 cc Inicio","Yamaha","Cundinamarca","MOTO CLUB MRACING LA VEGA","NT","","","","5.294"
"NT","430","Jolman Jhan Carlos RUIZ ENRIQUEZ","0","150 cc Inicio","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","NT","","","",""
"NT","729","Oscar Javier IBARRA ROJAS","0","150 cc Inicio","Yamaha","Huila","CLUB MOTO JAPONESA","NT","","","",""
"NT","719","Julian Andres MORENO YATE","0","150 cc Inicio","Yamaha","Putumayo","CLUB EXTREME RACING","NT","","","",""
"NT","705","Daniel Fernando RUIZ GARCIA","0","150 cc Inicio","Yamaha","Quindío","CLUB MONSTER GARAGE","NT","","","",""
