"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","207","David Alejandro FORERO ZAPATA","15","SM novatos - Metzeler","Husqvarna","Putumayo","TEAM RACING MOCOA","","58.885","8","","7:57.581"
"2","387","Germán Darío OLAYA CACERES","13","SM novatos - Metzeler","Husqvarna","Tolima","CLUB COYOLA RACING TEAM","2.753","59.293","8","","8:00.334"
"3","683","Brayan Smith LEAL ARIAS","11","SM novatos - Metzeler","Husqvarna","Tolima","CLUB PISTON RACING","8.104","58.881","8","","8:05.685"
"4","928","Luis Carlos POLANCO GAMBOA","10","SM novatos - Metzeler","Husqvarna","Huila","CLUB MOTO JAPONESA","8.302","58.843","8","","8:05.883"
"5","314","Andres Felipe GONZALEZ CIFUENTES","9","SM novatos - Metzeler","KTM","Meta","SUTA RACING CLUB","15.609","1:00.665","8","","8:13.190"
"6","81","Juan Pablo RUIZ ALVAREZ","8","SM novatos - Metzeler","Husqvarna","Tolima","GR 522 RACING","15.610","1:00.950","8","","8:13.191"
"7","144","John Andrés VIVAS VARON","7","SM novatos - Metzeler","Husqvarna","Valle del Cauca","Dos Ruedas Racing Team","17.352","59.765","8","","8:14.933"
"8","50","Jorge Andrés ORTEGON CHACON","6","SM novatos - Metzeler","Husqvarna","Tolima","GR 522 RACING","18.719","1:00.802","8","","8:16.300"
"9","343","Juan Pablo BURBANO GOMEZ","5","SM novatos - Metzeler","Husqvarna","Putumayo","TEAM RACING MOCOA","19.694","1:00.575","8","","8:17.275"
"10","85","Yesid ESPITIA CIFUENTES","4","SM novatos - Metzeler","Husqvarna","Cundinamarca","CLUB IGUANA RACING GIRARDOT","21.512","1:00.460","8","","8:19.093"
"11","596","Juan David PIEDRAHITA PINEDA","3","SM novatos - Metzeler","Husqvarna","Quindío","CLUB MONSTER GARAGE","25.302","1:00.736","8","","8:22.883"
"12","631","Johan GOMEZ PEREZ","2","SM novatos - Metzeler","","Quindío","","25.308","1:00.834","8","","8:22.889"
"13","837","Andrei Ricardo LOPEZ LEON","1","SM novatos - Metzeler","Husqvarna","Bogotá D.C.","Todo terreno track","29.338","1:01.714","8","","8:26.919"
"14","249","Ricardo ORTEGON GUZMAN","1","SM novatos - Metzeler","Husqvarna","Tolima","CLUB BUNDE ESPINAL","31.733","1:01.577","8","","8:29.314"
"15","697","Jose Armando BARBOSA ESCOBAR","1","SM novatos - Metzeler","Husqvarna","Cesar","K-LIMA RACING","32.365","1:01.312","8","","8:29.946"
"16","330","Mauricio VIEIRA SOTO","0","SM novatos - Metzeler","Honda","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","33.856","1:01.945","8","","8:31.437"
"17","607","Michael Stevens CADENA PINEDA","0","SM novatos - Metzeler","Husqvarna","Cundinamarca","CLUB IGUANA RACING GIRARDOT","36.673","1:02.535","8","","8:34.254"
"18","151","Juan Pablo JARAMILLO OCAMPO","0","SM novatos - Metzeler","Honda","Antioquia","CLUB LOS PASKINES","37.098","1:02.138","8","","8:34.679"
"19","492","Richard QUEZADA QUINTERO","0","SM novatos - Metzeler","Husqvarna","Quindío","CLUB MONSTER GARAGE","37.556","1:01.996","8","","8:35.137"
"20","995-E","Gerardo GOMEZ ARCE","0","SM novatos - Metzeler","Husqvarna","Bogotá D.C.","Club BOGOTA","38.437","1:00.733","8","","8:36.018"
"21","799","Michael Samuel SARMIENTO PEDRERO","0","SM novatos - Metzeler","Honda","Tolima","CLUB MOTORBIKE","52.827","1:03.902","8","","8:50.408"
"22","85","Yesid ESPITIA CIFUENTES","0","SM novatos - Metzeler","Husqvarna","Cundinamarca","CLUB IGUANA RACING GIRARDOT","53.038","1:02.685","8","","8:50.619"
"23","132","Juan Sebastian BUITRAGO CHAVES","0","SM novatos - Metzeler","Husqvarna","Cundinamarca","CLUB SCOOTER PERFORMANCE GIRARDOT","54.472","1:04.342","8","","8:52.053"
"24","27","Lisandro VASQUEZ RAMIREZ","0","SM novatos - Metzeler","","Valle del Cauca","","55.050","1:04.190","8","","8:52.631"
"25","160","Jose Angel MORENO VARON","0","SM novatos - Metzeler","Husqvarna","Tolima","CLUB MOTORBIKE","1 Vuelta","59.781","7","","8:11.888"
"26","889","Gustavo Adolfo RUGELES URBINA","0","SM novatos - Metzeler","KTM","Bogotá D.C.","Racing pilots Academy","1 Vuelta","1:02.473","7","","8:12.996"
"27","53","Adrian Arlex GUERRERO FERNANDEZ","0","SM novatos - Metzeler","Husqvarna","Tolima","GR 522 RACING","1 Vuelta","1:10.231","7","","8:21.159"
"28","909","Javier ARIAS CASTAÑEDA","0","SM novatos - Metzeler","KTM","Antioquia","CLUB LOS PASKINES","2 Vueltas","58.343","6","","8:27.670"
"NT","727","Diego René CANON CANTOR","0","SM novatos - Metzeler","KTM","Cundinamarca","MOTO CLUB MRACING LA VEGA","NT","1:03.952","7","","7:45.187"
"NT","751","Daniel ARCILA MAYA","0","SM novatos - Metzeler","KTM","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","NT","1:20.262","2","","2:51.676"
"NT","938","Luis Alejandro BALLEN CORTES","0","SM novatos - Metzeler","KTM","Cundinamarca","CLUB IGUANA RACING GIRARDOT","NT","","","",""
