"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","714","Oscar Alejandro RUIZ RESTREPO","15","150 cc Master","Yamaha","Antioquia","CLUB LOS PASKINES","","1:20.315","8","","10:54.061"
"2","227","Rigo German SALAZAR CERON","13","150 cc Master","","QUINDIO","","6.654","1:21.493","8","","11:00.715"
"3","888","Jorge Yair BERNAL SUAREZ","11","150 cc Master","Yamaha","Cundinamarca","CLUB GIRARDOT RACING","7.458","1:21.881","8","","11:01.519"
"4","204","Andres Felipe LONDOÑO TRUJILLO","10","150 cc Master","Yamaha","Antioquia","CLUB GRILLOS RACING","16.053","1:22.401","8","","11:10.114"
"5","690","Juan Pablo ARCILA ORTIZ","9","150 cc Master","","ANTIOQUIA","","16.817","1:22.705","8","","11:10.878"
"6","78","Hugo Alexander TOVAR OSORIO","8","150 cc Master","Yamaha","Caldas","CLUB RACING PERFORMANCE","17.004","1:22.772","8","","11:11.065"
"7","710","Alexander DIAZ CASTAÑO","7","150 cc Master","Yamaha","Cundinamarca","CLUB GIRARDOT RACING","25.198","1:23.504","8","","11:19.259"
"8","169","Hoover Alberto ORTIZ OSORIO","6","150 cc Master","Yamaha","Valle del Cauca","Dos Ruedas Racing Team","25.999","1:18.837","8","","11:20.060"
"9","722","Edwin JARAMILLO GALLEGO","5","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","32.018","1:24.520","8","","11:26.079"
"10","286","Pedro Reynell BARAJAS BARRIOS","4","150 cc Master","Yamaha","Tolima","CLUB PISTON RACING","1:04.009","1:28.097","8","","11:58.070"
"11","935","Carlos Alberto RAMIREZ JIMENEZ","3","150 cc Master","Yamaha","Caldas","CLUB MX PRO","1:13.588","1:29.487","8","","12:07.649"
"12","617","Julio Ferney RODRIGUEZ MONTAÑA","2","150 cc Master","Yamaha","Tolima","CLUB PISTON RACING","1:18.521","1:30.304","8","","12:12.582"
"13","317","Andrés Parmenio MORENO ZARATE","1","150 cc Master","Yamaha","Putumayo","CLUB EXTREME RACING","1 Vuelta","1:33.000","7","","11:07.004"
"14","27","Lisandro VASQUEZ RAMIREZ","1","150 cc Master","Yamaha","Valle del Cauca","MOTOCLUB TRAVESURAS","1 Vuelta","1:34.785","7","","11:20.377"
"NT","106","Jose Wilson SAAVEDRA BARRERA","0","150 cc Master","","Antioquia","","NT","1:29.868","7","","10:37.796"
"NT","451","Sebastian RUIZ PELAEZ","0","150 cc Master","Yamaha","Antioquia","CLUB LOS PASKINES","NT","1:24.172","3","","4:19.543"
"NT","460","Alvaro TAMAYO MEDINA","0","150 cc Master","Yamaha","Tolima","CLUB MOTORBIKE","NT","1:37.343","2","","3:19.320"
"NT","119","Cesar Alfonso TELLEZ OCAMPO","0","150 cc Master","","SANTANDER","","NT","1:25.456","1","","1:26.111"
"NT","637","Jhon Jairo RAMIREZ VASQUEZ","0","150 cc Master","Yamaha","Antioquia","CLUB GRILLOS RACING","NT","1:31.893","1","","1:34.609"
"NT","928","Luis Carlos POLANCO GAMBOA","0","150 cc Master","Yamaha","Huila","CLUB MOTO JAPONESA","NT","","","","1.837"
"NT","165","Jhon Fredy GUTIERREZ MOTOYA","0","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","NT","","","",""
"NT","769","Juan Carlos BUILES MARIN","0","150 cc Master","Yamaha","Antioquia","CLUB GRILLOS RACING","NT","","","",""
"NT","83","Guillermo Augusto DIAZ","0","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","NT","","","",""
