"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","335","JOSE LUIS IBARRA VALLEJO","Master","Putumayo","CLUB EXTREME RACING","Kymco","51.700","15","4","15","","",""
"2","523","Richard Alexander ALARCON ALVAREZ","Master","Putumayo","CLUB EXTREME RACING","Yamaha","52.678","15","11","13","16.374","16.374",""
"3","331","Mauricio BARRIOS REYES","Master","Putumayo","CLUB EXTREME RACING","Honda","52.633","15","14","11","22.468","6.094",""
"4","227","CARLOS ALBERTO LUCERO","Master","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","54.273","15","7","10","53.971","31.503",""
"5","202","Ivan Dario BENAVIDES FAJARDO","Master","Nariño","CLUB DEPORTIVO BUFALO XTREM","Yamaha","54.424","15","8","9","1:00.022","6.051",""
"6","311","Henry MORENO BENAVIDES","Master","Nariño","CLUB MOTEROS RIDERS LA UNION","Yamaha","53.287","14","12","8","1 Vuelta","1 Vuelta",""
"7","317","Andrés Parmenio MORENO ZARATE","Master","Putumayo","CLUB EXTREME RACING","Husqvarna","54.662","14","6","7","1 Vuelta","3.498",""
"NE","123","MILLER SAUL MARIN QUINTERO","Master","Putumayo","CLUB EXTREME RACING","Husqvarna","","","0","0","NE","",""
