"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","335","JOSE LUIS IBARRA VALLEJO","Master","Putumayo","CLUB EXTREME RACING","Kymco","51.090","15","13","15","","",""
"2","523","Richard Alexander ALARCON ALVAREZ","Master","Putumayo","CLUB EXTREME RACING","Yamaha","49.835","15","13","13","0.898","0.898",""
"3","331","Mauricio BARRIOS REYES","Master","Putumayo","CLUB EXTREME RACING","Honda","52.509","15","11","11","42.385","41.487",""
"4","227","CARLOS ALBERTO LUCERO","Master","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","52.429","15","15","10","42.944","0.559",""
"5","311","Henry MORENO BENAVIDES","Master","Nariño","CLUB MOTEROS RIDERS LA UNION","Yamaha","52.780","15","14","9","43.592","0.648",""
"6","317","Andrés Parmenio MORENO ZARATE","Master","Putumayo","CLUB EXTREME RACING","Husqvarna","53.778","14","4","8","1 Vuelta","1 Vuelta",""
"7","202","Ivan Dario BENAVIDES FAJARDO","Master","Nariño","CLUB DEPORTIVO BUFALO XTREM","Yamaha","56.777","13","11","7","2 Vueltas","1 Vuelta",""
"8","123","MILLER SAUL MARIN QUINTERO","Master","Putumayo","CLUB EXTREME RACING","Husqvarna","58.441","13","11","6","2 Vueltas","6.598",""
