"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","801","Samuel MAYA SANCHEZ","INFANTIL","Valle del Cauca","Carasucias","Yamaha","1:34.104","7","5","15","","",""
"2","53-E","Neymar Stiven Penagos","INFANTIL","Putumayo","TEAM RACING MOCOA","KTM","2:04.515","5","2","13","2 Vueltas","2 Vueltas",""
"NT","215","Sebastian LOPEZ CORTES","INFANTIL","Nariño","CLUB DEPORTIVO BUFALO XTREM","KTM","2:27.900","2","2","0","NT","",""
"NT","272","Maximiliano TEJADA GONZALEZ","INFANTIL","Cauca","CLUB CORONA","GasGas","","1","0","0","NT","",""
"NT","528","DANIEL ALEXIS CUARAN ANGULO","INFANTIL","","","","","1","0","0","NT","",""
"NT","127","Jeronimo SANTANDER MONTENEGRO","INFANTIL","Putumayo","CLUB EXTREME RACING","KTM","","1","0","0","NT","",""
"NT","255","Juan Jose LEYTON ERASO","INFANTIL","Risaralda","CLUB LOS GUEPARDOS","Cobra","","","0","0","NT","",""
"NT","319","Samuel BELTRÁN PRIETO","INFANTIL","Tolima","GR 522 RACING","KTM","","","0","0","NT","",""
