"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","81","Santiago Garcés Jiménez","200 Novatos","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","53.063","13","13","15","","",""
"2","227","CARLOS ALBERTO LUCERO","200 Novatos","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","54.668","13","7","13","21.829","21.829",""
"3","26","Rene Alberto ACOSTA CRIOLLO","200 Novatos","Quindío","CLUB RUTEROS DEL QUINDIO","Honda","54.430","13","13","11","22.976","1.147",""
"NE","111","Víctor Sebastian Termal Hernández","200 Novatos","Nariño","CLUB MOTEROS RIDERS LA UNION","Yamaha","","","0","0","NE","",""
"NE","300-E","JUAN CAMILO FAJARDO ARTEGA","200 Novatos","Putumayo","CLUB EXTREME RACING","Honda","","","0","0","NE","",""
"EX","175-E","JHONIER ALEJANDRO CRUZ JUAJIBIOY","200 Novatos","Putumayo","CLUB EXTREME RACING","Yamaha","51.567","13","2","0","EX","","No cumple con reglamento técnico"
"EX","264","Gelber eduardo acosta lopez","200 Novatos","Putumayo","CLUB EXTREME RACING","Yamaha","53.598","13","11","0","EX","",""
