"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","Vueltas","En Vuelta","Puntos","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","834","Valery Fernanda ARIAS ARCOS","Femenina","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","56.200","11","9","15","","",""
"2","516","Laura Sofia BALCAZAR","Femenina","Meta","VILLAVICENCIO RACING CLUB","Yamaha","1:01.897","11","9","13","39.129","39.129",""
"NT","224","Kimberly Juliana GUERRERO GARCIA","Femenina","Nariño","MOTOCLUB IPIALES","KTM","54.357","10","9","0","NT","1 Vuelta",""
