"Pos.","N°","Nombre","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior"
"1","468","Christian CAJICA","1:07.668","3","",""
"2","527","David Alejandro franco Orozco","1:08.765","4","1.097","1.097"
"3","778","JHONATAN STEVENS IDAGARRA LOPEZ","1:14.136","5","6.468","5.371"
"4","143","Jorge enrique espinosa romero","1:15.639","1","7.971","1.503"
"5","437","Julián Enrique González Alfonso","1:16.309","3","8.641","0.670"
"6","192","Juan Sebastian Medina acevedo","1:18.462","2","10.794","2.153"
"7","575","Carlos Enrique González Mora","1:29.014","3","21.346","10.552"
