"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","3","Femenina A","Yamaha","Valle del Cauca","Team Potenza","","1:28.826","7","","11:03.986"
"2","727","Alexandra NARVAEZ OLAYA","2","Femenina A","Honda","Risaralda","CLUB LOS GUEPARDOS","5.144","1:29.178","7","","11:09.130"
"3","555","Luciana MORENO SALCEDO","1","Femenina A","Yamaha","Bogotá D.C.","Xspeed Racing","8.702","1:28.982","7","","11:12.688"
"4","828","Karol Melisa VARGAS CARVAJAL","1","Femenina A","LGP Mobility","Antioquia","CLUB MOTOCROSS YARUMAL","44.327","1:32.483","7","","11:48.313"
"5","18-E","Jenifer Cristina QUIÑONEZ RICO","1","Femenina A","Honda","Santander","CLUB DEPORTIVO SANTANDER MAX EXTREMO","2 Vueltas","1:29.745","5","","11:40.474"
