"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","206","Juan Martin HOYOS VASQUEZ","3","50 cc","Yamaha","Antioquia","STUNT FIVE","","1:36.384","6","","10:19.947"
"2","607","Milan ORTIZ DUQUE","2","50 cc","Cobra","Bogotá D.C.","Racing pilots Academy","6.931","1:36.929","6","","10:26.878"
"3","101","Martín Silva OROZCO","1","50 cc","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","35.112","1:42.130","6","","10:55.059"
"4","716","Thomas Andres MAHECHA CARRILLO","1","50 cc","Cobra","Bogotá D.C.","Racing pilots Academy","46.407","1:43.536","6","","11:06.354"
"5","317","Elias YEPES ZAMORANO","1","50 cc","KTM","Antioquia","CLUB GRILLOS RACING","1:03.459","1:44.590","6","","11:23.406"
"6","927","Emiliano MENDEZ CANO","1","50 cc","KTM","Risaralda","CLUB LOS GUEPARDOS","1 Vuelta","1:55.110","5","","10:46.456"
