"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","36","Jhon Jairo PINEDA VELASQUEZ","15","Mx Master","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","","1:20.608","13","","18:22.386"
"2","235","Paco TORRES CASTAÑEDA","13","Mx Master","Yamaha","Bogotá D.C.","Xspeed Racing","4.554","1:20.581","13","","18:26.940"
"3","71-E","Martin velez trujillo","11","Mx Master","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","30.771","1:22.245","13","","18:53.157"
"4","79","Ricardo RESTREPO URIBE","10","Mx Master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","1:26.203","1:26.750","13","","19:48.589"
"5","335","JOSE LUIS IBARRA VALLEJO","9","Mx Master","Unite Motor","Putumayo","CLUB EXTREME RACING","1 Vuelta","1:28.126","12","","18:58.498"
"6","214","Damian Monroy Valencia","8","Mx Master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","1 Vuelta","1:31.101","12","","19:10.540"
"7","84-E","Felipe BARDAWIL ECHEVERRI","7","Mx Master","Kawasaki","Caldas","CLUB MX PRO","1 Vuelta","1:31.885","12","","19:15.080"
