"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","707-E","Cristian Felipe Aguirre Vélez","15","Inicio","Yamaha","Antioquia","Club Motocross Medellín","","1:25.884","12","","18:23.670"
"2","821-E","John Fredy Hernández Osorio","13","Inicio","Yamaha","Caldas","CLUB VILLAMARIA RACING CLUB","5.033","1:27.389","12","","18:28.703"
"3","75","Juan Pablo Cardona Carvajal","11","Inicio","Honda","Antioquia","CLUB MOTOCROSS YARUMAL","42.716","1:26.824","12","","19:06.386"
"4","227","Leonel giraldo jaramillo","10","Inicio","Yamaha","Tolima","GR 522 RACING","1:27.631","1:26.177","12","","19:51.301"
