"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","111","Martin OSPINA CUELLO","15","85 cc Junior","Yamaha","Bogotá D.C.","Xspeed Racing","","1:23.148","13","","19:03.485"
"2","222","Maximiliano RAMIREZ RESTREPO","13","85 cc Junior","Yamaha","Antioquia","STUNT FIVE","23.797","1:22.723","13","","19:27.282"
"3","281","Moises BETANCUR OCHOA","11","85 cc Junior","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","36.668","1:25.773","13","","19:40.153"
"4","113","Tomas VERGARA ARANZAZU","10","85 cc Junior","Yamaha","Antioquia","CLUB MOTOCROSS DE YARUMAL","38.470","1:26.482","13","","19:41.955"
"5","626","Juan Antonio PIEDRAHITA VARELA","9","85 cc Junior","KTM","Risaralda","CLUB LOS GUEPARDOS","48.585","1:26.843","13","","19:52.070"
"6","120","Matias GOMEZ ORJUELA","8","85 cc Junior","KTM","Bogotá D.C.","Todo terreno track","48.789","1:26.818","13","","19:52.274"
"7","420","Esteban ARCILA ACEVEDO","7","85 cc Junior","GasGas","Risaralda","CLUB LOS GUEPARDOS","49.544","1:26.649","13","","19:53.029"
"8","331","Juan Pablo CARMONA GIRALDO","6","85 cc Junior","GasGas","Bogotá D.C.","Todo terreno track","1:01.463","1:27.580","13","","20:04.948"
"9","413","Samuel Emilio CAMACHO PAEZ","5","85 cc Junior","KTM","Bogotá D.C.","Xspeed Racing","1:01.961","1:27.126","13","","20:05.446"
"10","301","Sebastian SANDOVAL VERGARA","4","85 cc Junior","KTM","Bogotá D.C.","Xspeed Racing","1 Vuelta","1:30.156","12","","19:08.846"
"11","762","Oscar Alejandro VALBUENA ECHEVERRI","3","85 cc Junior","GasGas","Antioquia","CLUB DE MOTOCICLISMO STUNT FIVE","1 Vuelta","1:35.190","12","","20:40.696"
"12","388-E","SANTIAGO BASELGA BRITTO","2","85 cc Junior","Kawasaki","Cesar","K-LIMA RACING","2 Vueltas","1:37.091","11","","19:15.350"
