"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","15","Femenina A","Yamaha","Valle del Cauca","Team Potenza","","1:32.393","11","","17:53.468"
"2","828","Karol Melisa VARGAS CARVAJAL","13","Femenina A","LGP Mobility","Antioquia","CLUB MOTOCROSS YARUMAL","9.949","1:32.849","11","","18:03.417"
"3","18-E","Jenifer Cristina QUIÑONEZ RICO","11","Femenina A","Honda","Santander","CLUB DEPORTIVO SANTANDER MAX EXTREMO","29.392","1:34.907","11","","18:22.860"
"4","727","Alexandra NARVAEZ OLAYA","10","Femenina A","Honda","Risaralda","CLUB LOS GUEPARDOS","35.975","1:34.024","11","","18:29.443"
"5","555","Luciana MORENO SALCEDO","9","Femenina A","Yamaha","Bogotá D.C.","Xspeed Racing","1:00.190","1:30.682","11","","18:53.658"
