"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","36","Jhon Jairo PINEDA VELASQUEZ","3","Mx Master","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","","1:20.088","7","","9:56.880"
"2","71-E","Martin velez trujillo","2","Mx Master","Honda","Caldas","CLUB DE MOTOCICLISMO JP36","10.037","1:20.850","7","","10:06.917"
"3","235","Paco TORRES CASTAÑEDA","1","Mx Master","Yamaha","Bogotá D.C.","Xspeed Racing","17.614","1:22.085","7","","10:14.494"
"4","79","Ricardo RESTREPO URIBE","1","Mx Master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","48.058","1:25.233","7","","10:44.938"
"5","335","JOSE LUIS IBARRA VALLEJO","1","Mx Master","Unite Motor","Putumayo","CLUB EXTREME RACING","55.161","1:25.782","7","","10:52.041"
"6","84-E","Felipe BARDAWIL ECHEVERRI","1","Mx Master","Kawasaki","Caldas","CLUB MX PRO","1:19.977","1:30.757","7","","11:16.857"
"7","214","Damian Monroy Valencia","1","Mx Master","Yamaha","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","1:27.872","1:31.621","7","","11:24.752"
"NT","523","Richard Alexander ALARCON ALVAREZ","0","Mx Master","KTM","Putumayo","CLUB EXTREME RACING","NT","","","","47.999"
