"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","114","Miguel Angel LOPEZ MARTINEZ","15","125 cc","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","","1:12.657","14","","16:28.566"
"2","199","Nicolas Felipe REY REY","13","125 cc","KTM","Cundinamarca","CLUB IGUANA RACING GIRARDOT","37.931","1:13.607","14","","17:06.497"
"3","710","Juan David MENDOZA DUARTE","11","125 cc","Yamaha","Meta","VILLAVICENCIO RACING CLUB","43.669","1:16.463","14","","17:12.235"
"4","113","Tomas VERGARA ARANZAZU","10","125 cc","Yamaha","Antioquia","CLUB MOTOCROSS DE YARUMAL","1:01.958","1:16.029","14","","17:30.524"
"5","630","Samuel Andres PINTO DUARTE","9","125 cc","Yamaha","Meta","VILLAVICENCIO RACING CLUB","1:13.576","1:17.339","14","","17:42.142"
"6","130","Santiago GUTIERREZ CASTILLO","8","125 cc","GasGas","Bogotá D.C.","Todo terreno track","1:17.465","1:19.000","14","","17:46.031"
"7","715","Joan esteban Valdez Osorio","7","125 cc","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","1:17.691","1:18.640","14","","17:46.257"
