"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","132","Uberney VALENCIA MARTINEZ","15","Master","KTM","Valle del Cauca","Carasucias","","1:18.645","10","","12:32.668"
"2","222","Albeiro Aldemar Alvear Ortega","13","Master","KTM","Valle del Cauca","Carasucias","12.142","1:18.600","10","","12:44.810"
"3","251","Eder Danny TAPIERO LOPEZ","11","Master","KTM","Valle del Cauca","MOTOCLUB TRAVESURAS","38.683","1:21.554","10","","13:11.351"
"NT","188","Edison Gonzales Botero","0","Master","KTM","Tolima","CLUB PISTON RACING","NT","1:22.862","2","","1:55.812"
