"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","81","Santiago Garcés Jiménez","15","200 Novatos","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","","1:18.667","10","","13:51.397"
"2","172","Brian Stiven ALVAREZ GRISALES","13","200 Novatos","Honda","Tolima","CLUB PISTON RACING","1.646","1:18.952","10","","13:53.043"
"3","488-E","Diego Antonio Arango Ocampo","11","200 Novatos","Honda","Tolima","CLUB PISTON RACING","15.857","1:20.014","10","","14:07.254"
"4","88","Edison SAntiago GONZALEZ VELOZA","10","200 Novatos","Honda","Tolima","CLUB PISTON RACING","40.418","1:19.214","10","","14:31.815"
"5","26","Rene Alberto ACOSTA CRIOLLO","9","200 Novatos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","44.794","1:23.031","10","","14:36.191"
"6","92","Nelson Osorio","8","200 Novatos","Honda","Valle del Cauca","Carasucias","58.547","1:23.961","10","","14:49.944"
"NT","123-E","BRAYAN ALFONSO SALGUERO","0","200 Novatos","Yamaha","Tolima","Moto Master Training","NT","","","","31.947"
