"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","81","Santiago Garcés Jiménez","3","200 Novatos","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","","1:21.658","7","","10:09.786"
"2","172","Brian Stiven ALVAREZ GRISALES","2","200 Novatos","Honda","Tolima","CLUB PISTON RACING","0.821","1:21.689","7","","10:10.607"
"3","88","Edison SAntiago GONZALEZ VELOZA","1","200 Novatos","Honda","Tolima","CLUB PISTON RACING","1.670","1:22.467","7","","10:11.456"
"4","488-E","Diego Antonio Arango Ocampo","1","200 Novatos","Honda","Tolima","CLUB PISTON RACING","6.914","1:22.194","7","","10:16.700"
"5","92","Nelson Osorio","1","200 Novatos","Honda","Valle del Cauca","Carasucias","23.365","1:25.988","7","","10:33.151"
"6","26","Rene Alberto ACOSTA CRIOLLO","1","200 Novatos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","23.916","1:25.143","7","","10:33.702"
"NT","123-E","BRAYAN ALFONSO SALGUERO","0","200 Novatos","Yamaha","Tolima","Moto Master Training","NT","","","","27.363"
