"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","88","Edison SAntiago GONZALEZ VELOZA","15","Libre novatos","KTM","Tolima","CLUB PISTON RACING","","1:17.824","11","","13:48.788"
"2","81","Santiago Garcés Jiménez","13","Libre novatos","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","3.038","1:18.454","11","","13:51.826"
"3","444","Faber Andrés giraldo","11","Libre novatos","KTM","Valle del Cauca","Carasucias","7.836","1:19.236","11","","13:56.624"
"4","217","Hector Fabio Restrepo","10","Libre novatos","KTM","Valle del Cauca","Carasucias","8.836","1:18.877","11","","13:57.624"
"5","488-E","Diego Antonio Arango Ocampo","9","Libre novatos","Yamaha","Tolima","CLUB PISTON RACING","11.780","1:19.025","11","","14:00.568"
"6","172","Brian Stiven ALVAREZ GRISALES","8","Libre novatos","Honda","Tolima","CLUB PISTON RACING","29.140","1:18.654","11","","14:17.928"
"7","92","Nelson Osorio","7","Libre novatos","KTM","Valle del Cauca","Carasucias","31.441","1:21.548","11","","14:20.229"
"NT","222","Albeiro Aldemar Alvear Ortega","0","Libre novatos","KTM","Valle del Cauca","Carasucias","NT","1:21.421","5","","6:17.331"
