"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","132","Uberney VALENCIA MARTINEZ","3","Master","KTM","Valle del Cauca","Carasucias","","1:18.025","8","","11:03.109"
"2","222","Albeiro Aldemar Alvear Ortega","2","Master","KTM","Valle del Cauca","Carasucias","4.572","1:18.228","8","","11:07.681"
"3","251","Eder Danny TAPIERO LOPEZ","1","Master","KTM","Valle del Cauca","MOTOCLUB TRAVESURAS","26.816","1:18.710","8","","11:29.925"
"4","188","Edison Gonzales Botero","1","Master","KTM","Tolima","CLUB PISTON RACING","1:04.714","1:23.313","8","","12:07.823"
