"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","114","Miguel Angel LOPEZ MARTINEZ","15","Libre pro","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","","1:11.373","13","","16:18.553"
"2","922-E","Juan Esteban Montoya","13","Libre pro","KTM","Tolima","GR 522 RACING","9.226","1:12.473","13","","16:27.779"
"3","581-E","Cesar Sneyder HERRERA TELLEZ","11","Libre pro","GasGas","Tolima","GR 522 RACING","15.189","1:12.751","13","","16:33.742"
"4","563","Jhon Jader Valero Palencia","10","Libre pro","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","49.406","1:14.778","13","","17:07.959"
"5","710","Juan David MENDOZA DUARTE","9","Libre pro","Yamaha","Meta","VILLAVICENCIO RACING CLUB","1 Vuelta","1:17.947","12","","16:25.417"
"6","199","Nicolas Felipe REY REY","8","Libre pro","KTM","Cundinamarca","CLUB IGUANA RACING GIRARDOT","1 Vuelta","1:15.591","12","","16:26.260"
"NE","630","Samuel Andres PINTO DUARTE","0","Libre pro","Yamaha","Meta","VILLAVICENCIO RACING CLUB","NE","","","",""
