"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","114","Miguel Angel LOPEZ MARTINEZ","15","200 Expertos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","","1:13.564","13","","16:44.161"
"2","581-E","Cesar Sneyder HERRERA TELLEZ","13","200 Expertos","Honda","Tolima","GR 522 RACING","9.635","1:15.103","13","","16:53.796"
"3","563","Jhon Jader Valero Palencia","11","200 Expertos","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","50.395","1:14.574","13","","17:34.556"
"4","132","Uberney VALENCIA MARTINEZ","10","200 Expertos","Yamaha","Valle del Cauca","Carasucias","1 Vuelta","1:20.700","12","","17:03.122"
"NT","926","Santiago LEON","0","200 Expertos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","NT","1:20.893","4","","5:55.231"
