"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","114","Miguel Angel LOPEZ MARTINEZ","3","200 Expertos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","","1:13.786","8","","10:23.701"
"2","581-E","Cesar Sneyder HERRERA TELLEZ","2","200 Expertos","Honda","Tolima","GR 522 RACING","7.065","1:14.548","8","","10:30.766"
"3","563","Jhon Jader Valero Palencia","1","200 Expertos","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","48.388","1:18.567","8","","11:12.089"
"4","926","Santiago LEON","1","200 Expertos","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","58.215","1:21.216","8","","11:21.916"
"5","132","Uberney VALENCIA MARTINEZ","1","200 Expertos","Yamaha","Valle del Cauca","Carasucias","1:06.098","1:21.465","8","","11:29.799"
