"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","3","Femenina","Yamaha","Valle del Cauca","Team Potenza","","1:24.234","7","","10:35.525"
"2","219","Aisha CASTRO","2","Femenina","KTM","Tolima","GR 522 RACING","18.913","1:27.412","7","","10:54.438"
"3","516","Laura Sofia BALCAZAR","1","Femenina","Yamaha","Meta","VILLAVICENCIO RACING CLUB","1:01.436","1:28.732","7","","11:36.961"
"4","912","Laura Camila Bernal Cano","1","Femenina","Husqvarna","QuindÃ­o","CLUB DISCOVER QUINDIO","1:14.671","1:33.926","7","","11:50.196"
