"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","114","Miguel Angel LOPEZ MARTINEZ","3","Libre pro","Husqvarna","Quindío","CLUB RUTEROS DEL QUINDIO","","1:10.039","9","","10:01.475"
"2","581-E","Cesar Sneyder HERRERA TELLEZ","2","Libre pro","GasGas","Tolima","GR 522 RACING","12.314","1:11.094","9","","10:13.789"
"3","922-E","Juan Esteban Montoya","1","LIBRE PRO","KTM","Tolima","GR 522 RACING","27.532","1:13.972","9","","10:29.007"
"4","563","Jhon Jader Valero Palencia","1","Libre pro","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","35.922","1:15.573","9","","10:37.397"
"5","710","Juan David MENDOZA DUARTE","1","Libre pro","Yamaha","Meta","VILLAVICENCIO RACING CLUB","55.283","1:18.128","9","","10:56.758"
"6","630","Samuel Andres PINTO DUARTE","1","Libre pro","Yamaha","Meta","VILLAVICENCIO RACING CLUB","1:19.318","1:18.611","9","","11:20.793"
"7","199","Nicolas Felipe REY REY","1","Libre pro","KTM","Cundinamarca","CLUB IGUANA RACING GIRARDOT","1:19.404","1:15.031","9","","11:20.879"
