"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","141","Isabela VILLEGAS BRAND","15","Femenina","Yamaha","Valle del Cauca","Team Potenza","","1:21.525","10","","14:33.154"
"2","219","Aisha CASTRO","13","Femenina","KTM","Tolima","GR 522 RACING","13.412","1:24.745","10","","14:46.566"
"3","516","Laura Sofia BALCAZAR","11","Femenina","Yamaha","Meta","VILLAVICENCIO RACING CLUB","1 Vuelta","1:33.158","9","","14:43.412"
"4","912","Laura Camila Bernal Cano","10","Femenina","Husqvarna","QuindÃ­o","CLUB DISCOVER QUINDIO","1 Vuelta","1:34.301","9","","16:10.411"
