"Pos.","N°","Nombre","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Puntos","Total T°","Comentario","Vueltas","LIGA","MOTO"
"1","858","Sebastian CLAVIJO LONDOÑO","No racer","7:06.956","8","","","15","1:08:39.299","","9","Valle del Cauca","Honda"
"2","216","Carlos Mario HERNANDEZ RAMIREZ","No racer","8:17.542","1","2 Vueltas","2 Vueltas","13","1:14:00.278","","7","Quindío","KTM"
