"Pos.","N°","Nombre","Clase","Puntos","LIGA","CLUB","Dif. resp. 1°","MOTO","Vueltas","Mejor Tm"
"1","98-E","salome henao torres","Femenina B","3","Antioquia","CLUB GRILLOS RACING","","Yamaha","7","1:29.852"
"2","28","Sofia ESCOBAR HINCAPIE","Femenina B","2","Caldas","CLUB VILLAMARIA RACING CLUB","3 Vueltas","Yamaha","4","1:53.054"
