"Pos.","N°","Nombre","Clase","Puntos","LIGA","CLUB","Dif. resp. 1°","MOTO","Vueltas","Mejor Tm"
"1","98-E","salome henao torres","Femenina B","15","Antioquia","CLUB GRILLOS RACING","","Yamaha","6","2:02.091"
"2","28","Sofia ESCOBAR HINCAPIE","Femenina B","13","Caldas","CLUB VILLAMARIA RACING CLUB","56.441","Yamaha","6","2:28.755"
