"Pos.","N°","Nombre","Puntos","LIGA","CLUB","MOTO","Vueltas","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","141","Isabela VILLEGAS BRAND","15","Valle del Cauca","Team Potenza","Yamaha","10","Femenina","1:21.561","2","","",""
"2","834","Valery Fernanda ARIAS ARCOS","13","Cauca","CLUB CORONA CLUB XTREME PARK","KTM","10","Femenina","1:24.809","7","19.349","19.349",""
"3","219","Aisha CASTRO","11","Tolima","GR 522 RACING","KTM","10","Femenina","1:24.618","7","22.742","3.393",""
"4","20","Salome HERNANDEZ AGUILAR","10","Caldas","CLUB DE MOTOCICLISMO LA DORADA","KTM","10","Femenina","1:24.311","4","33.748","11.006",""
"5","116","Ivanna ZULETA HOYOS","9","Antioquia","CLUB MOTOCROSS DE YARUMAL","Husqvarna","10","Femenina","1:21.401","6","45.053","11.305",""
"6","516","Laura Sofia BALCAZAR","8","Meta","VILLAVICENCIO RACING CLUB","Yamaha","9","Femenina","1:38.662","5","1 Vuelta","1 Vuelta",""
"7","912","Laura Camila Bernal Cano","7","Quindío","CLUB DISCOVER QUINDIO","Yamaha","9","Femenina","1:37.069","3","1 Vuelta","29.113",""
"NT","212","Salome MENDEZ SAMBONI","0","Cauca","CLUB CORONA CLUB XTREME PARK","GasGas","","Femenina","","0","NT","",""
