"Pos.","N°","Nombre","Clase","Puntos","LIGA","CLUB","Dif. resp. 1°","MOTO","Vueltas","Mejor Tm"
"1","139","Valentino ZULETA CARDONA","65 cc","15","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","","KTM","9","1:37.287"
"2","121","Martin LONDOÑO VARGAS","65 cc","13","Bogotá D.C.","Xspeed Racing","1:38.970","Cobra","9","1:35.407"
"3","35","Juan Angel MORALES GALLEGO","65 cc","11","Antioquia","CLUB GRILLOS RACING","1 Vuelta","Yamaha","8","1:51.760"
"4","888","Maximiliano YEPES ZAMORANO","65 cc","10","Antioquia","CLUB GRILLOS RACING","2 Vueltas","Yamaha","7","1:48.126"
"","916","Oskar David VERGARA ARIZA","65 cc","0","Antioquia","CLUB MOTOCROSS YARUMAL","5 Vueltas","Yamaha","4","2:23.439"
"NT","215","Sebastian LOPEZ CORTES","65 cc","0","Nariño","CLUB BUFALO XTREM PARK","NT","KTM","",""
"NT","12","Lucas VALENCIA MEJIA","65 cc","0","Bogotá D.C.","Racing pilots Academy","NT","KTM","",""
"NT","602","dominic diaz herrera","65 cc","0","Bogotá D.C.","Xspeed Racing","NT","GasGas","",""
"NT","998","Jeronimo pulgarin cardona","65 cc","0","Antioquia","CLUB MOTOCROSS DE YARUMAL","NT","Yamaha","",""
