"Pos.","N°","Nombre","Clase","Puntos","LIGA","CLUB","Dif. resp. 1°","MOTO","Vueltas","Mejor Tm"
"1","111","Martin OSPINA CUELLO","85 cc Junior","3","Bogotá D.C.","Xspeed Racing","","Yamaha","7","1:24.884"
"2","222","Maximiliano RAMIREZ RESTREPO","85 cc Junior","2","Antioquia","STUNT FIVE","18.404","Yamaha","7","1:27.047"
"3","113","Tomas VERGARA ARANZAZU","85 cc Junior","1","Antioquia","CLUB MOTOCROSS DE YARUMAL","34.063","Yamaha","7","1:28.253"
"4","120","Matias GOMEZ ORJUELA","85 cc Junior","1","Bogotá D.C.","Todo terreno track","46.152","KTM","7","1:29.907"
"5","301","Sebastian SANDOVAL VERGARA","85 cc Junior","1","Bogotá D.C.","Xspeed Racing","1:19.830","KTM","7","1:34.519"
"6","331","Juan Pablo CARMONA GIRALDO","85 cc Junior","1","Bogotá D.C.","Todo terreno track","1 Vuelta","GasGas","6","1:29.723"
"NE","98-E","salome henao torres","85 CC JUNIOR","0","Antioquia","CLUB GRILLOS RACING","NE","Yamaha","",""
