"Pos.","N°","Nombre","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Puntos","Total T°","Comentario"
"1","114","Miguel Angel LOPEZ MARTINEZ","200 Expertos","1:08.586","4","","","3","10:00.785",""
"2","563","Jhon Jader Valero Palencia","200 Expertos","1:10.456","7","9.319","9.319","2","10:10.104",""
"3","983","EDINSON ANDRES CASAS PLAZA","200 Expertos","1:10.290","1","13.333","4.014","1","10:14.118",""
"4","229","Rubén Dario peña hoyos","200 Expertos","1:14.108","3","50.201","36.868","1","10:50.986",""
"5","722","Alan HERNANDEZ RABE","200 Expertos","1:15.895","1","58.009","7.808","1","10:58.794",""
"6","926","Santiago LEON","200 Expertos","1:16.369","1","1:05.581","7.572","1","11:06.366",""
"7","132","Uberney VALENCIA MARTINEZ","200 Expertos","1:17.103","5","1:08.783","3.202","1","11:09.568",""
"8","710","Juan David MENDOZA DUARTE","200 Expertos","1:17.680","2","1 Vuelta","1 Vuelta","1","10:49.622",""
"9","346","Yurk Breiner CORREA PEREZ","200 Expertos","","0","","","1","",""
